"","Name","Earn"
"4262","Viterbo University","41300"
"4263","Chippewa Valley Technical College","34500"
"4264","Waukesha County Technical College","34400"
"4265","Western Technical College","32200"
"4266","University of Wisconsin-Whitewater","39300"
"4267","Wisconsin Indianhead Technical College","31100"
"4268","Wisconsin School of Professional Psychology","NULL"
"4269","Paul Mitchell the School-Green Bay","20200"
"4270","University of Wisconsin-Eau Claire","42400"
"4271","University of Wisconsin-Green Bay","38800"
"4272","University of Wisconsin-La Crosse","44300"
"4273","Wisconsin Lutheran College","35400"
"4274","University of Wisconsin-Oshkosh","39300"
"4275","University of Wisconsin-Parkside","35900"
"4276","Herzing University-Madison","37300"
"4277","University of Wisconsin-Stout","42000"
"4278","University of Wisconsin-Superior","33300"
"4279","University of Wisconsin-Madison","57600"
"4280","University of Wisconsin-Milwaukee","41000"
"4281","University of Wisconsin-Platteville","43900"
"4282","University of Wisconsin-River Falls","38100"
"4283","University of Wisconsin-Stevens Point","37700"
"4284","Casper College","36900"
"4285","Central Wyoming College","29200"
"4286","Eastern Wyoming College","29800"
"4287","Laramie County Community College","34700"
"4288","Northwest College","32800"
"4289","Sheridan College","34700"
"4290","Western Wyoming Community College","33600"
"4291","Cheeks International Academy of Beauty Culture-Cheyenne","17900"
"4292","Wyotech-Laramie","42700"
"4293","University of Wyoming","47000"
"4294","American Samoa Community College","19200"
"4295","Guam Community College","22400"
"4296","University of Guam","28100"
"4297","Northern Marianas College","19700"
"4298","Institute of Beauty Careers","13500"
"4299","Educational Technical College-Recinto de Bayamon","16000"
"4300","American University of Puerto Rico","22400"
"4301","American University of Puerto Rico","22400"
"4302","American Educational College","15600"
"4303","Antilles School of Technical Careers","20500"
"4304","Universidad Adventista de las Antillas","22800"
"4305","Atlantic University College","21800"
"4306","Universidad Central de Bayamon","18900"
"4307","Columbia Central University-Caguas","21800"
"4308","Carlos Albizu University-San Juan","32000"
"4309","Caribbean University-Bayamon","19800"
"4310","Caribbean University-Carolina","19800"
"4311","Pontifical Catholic University of Puerto Rico-Arecibo","18300"
"4312","Pontifical Catholic University of Puerto Rico-Ponce","18300"
"4313","Centro de Estudios Multidisciplinarios-San Juan","18900"
"4314","Universidad Teologica del Caribe","PrivacySuppressed"
"4315","Colegio Universitario de San Juan","24300"
"4316","Universidad Metropolitana","19900"
"4317","Puerto Rico Conservatory of Music","17700"
"4318","Center for Advanced Studies On Puerto Rico and the Caribbean","NULL"
"4319","EDP University of Puerto Rico Inc-San Sebastian","19600"
"4320","Emma's Beauty Academy-Mayaguez","14600"
"4321","Escuela de Artes Plasticas y Diseno de Puerto Rico","15700"
"4322","Instituto Tecnologico de Puerto Rico-Recinto de Manati","20200"
"4323","Huertas College","19800"
"4324","Humacao Community College","20800"
"4325","ICPR Junior College-Arecibo","17300"
"4326","ICPR Junior College-Mayaguez","17300"
"4327","Instituto de Educacion Tecnica Ocupacional La Reine-Manati","16000"
"4328","Hispanic American College","14300"
"4329","Instituto de Banca y Comercio Inc","18000"
"4330","Instituto Tecnologico de Puerto Rico-Recinto de Guayama","20200"
"4331","Instituto Tecnologico de Puerto Rico-Recinto de Ponce","20200"
"4332","Instituto Tecnologico de Puerto Rico-Recinto de San Juan","20200"
"4333","Inter American University of Puerto Rico-San German","20200"
"4334","Inter American University of Puerto Rico-Aguadilla","20200"
"4335","Inter American University of Puerto Rico-Arecibo","20200"
"4336","Inter American University of Puerto Rico-Barranquitas","20200"
"4337","Inter American University of Puerto Rico-Metro","20200"
"4338","Inter American University of Puerto Rico-Ponce","20200"
"4339","Inter American University of Puerto Rico-Fajardo","20200"
"4340","Inter American University of Puerto Rico-Guayama","20200"
"4341","Inter American University of Puerto Rico-Bayamon","20200"
"4342","Inter American University of Puerto Rico-School of Law","20200"
"4343","International Technical College","19300"
"4344","Liceo de Arte y Tecnologia","23400"
"4345","MBTI Business Training Institute","17500"
"4346","Modern Hairstyling Institute-Bayamon","17600"
"4347","Modern Hairstyling Institute-Arecibo","12400"
"4348","National University College-Bayamon","18400"
"4349","National University College-Arecibo","18400"
"4350","Ponce Paramedical College Inc","16200"
"4351","Ponce School of Medicine and Health Sciences","NULL"
"4352","University of Puerto Rico-Aguadilla","NULL"
"4353","University of Puerto Rico-Arecibo","NULL"
"4354","University of Puerto Rico-Bayamon","NULL"
"4355","University of Puerto Rico-Carolina","NULL"
"4356","University of Puerto Rico-Cayey","NULL"
"4357","University of Puerto Rico-Humacao","NULL"
"4358","University of Puerto Rico-Utuado","NULL"
"4359","University of Puerto Rico-Mayaguez","NULL"
"4360","University of Puerto Rico-Medical Sciences","NULL"
"4361","University of Puerto Rico-Ponce","NULL"
"4362","University of Puerto Rico-Rio Piedras","NULL"
"4363","Universidad Del Este","20400"
"4364","Ryder Memorial School for Practical Nursing","PrivacySuppressed"
"4365","Rogies School of Beauty Culture-Santurce","17300"
"4366","Universidad del Sagrado Corazon","19400"
"4367","Seminario Evangelico de Puerto Rico","NULL"
"4368","Universidad Central Del Caribe","29700"
"4369","Universidad Politecnica de Puerto Rico","28900"
"4370","Pontifical Catholic University of Puerto Rico-Mayaguez","18300"
"4371","Universidad Del Turabo","20600"
"4372","College of Micronesia-FSM","16400"
"4373","Palau Community College","20600"
"4374","University of the Virgin Islands","31400"
"4375","Stanford University","122100"
"4376","Purdue University-Main Campus","52900"
"4377","Blue Hills Regional Technical School","PrivacySuppressed"
"4378","Parker University","51300"
"4379","EDP Univeristy of Puerto Rico Inc-San Juan","19600"
"4380","ICPR Junior College-General Institutional","17300"
"4381","ITT Technical Institute-Sylmar","38300"
"4382","ITT Technical Institute-Westminster","38300"
"4383","Widener University-Delaware Law School","52700"
"4384","City College-Fort Lauderdale","28700"
"4385","Meridian College","17800"
"4386","Georgia Perimeter College","32900"
"4387","Georgia Piedmont Technical College","26000"
"4388","The Beauty Institute Schwarzkopf Professional - Coeur D'Alene","17800"
"4389","Cortiva Institute-Chicago","31800"
"4390","ETI School of Skilled Trades","38100"
"4391","Lincoln College of Technology-Florence","18400"
"4392","Trend Setters' Academy of Beauty Culture-Elizabethtown","16500"
"4393","Traxlers School of Hair","PrivacySuppressed"
"4394","Infinity Career College","15800"
"4395","Vatterott College-Berkeley","28700"
"4396","Metro Business College-Rolla","19400"
"4397","Metro Business College-Jefferson City","19400"
"4398","Warren County Community College","33300"
"4399","St. John's College","30200"
"4400","Yeshiva and Kollel Harbotzas Torah","PrivacySuppressed"
"4401","Bais Medrash Elyon","PrivacySuppressed"
"4402","Antioch University-Los Angeles","35800"
"4403","Antioch University-Santa Barbara","35800"
"4404","Antioch University-New England","35800"
"4405","Antioch University-Seattle","35800"
"4406","Antioch University-Midwest","35800"
"4407","Mid-America Christian University","39800"
"4408","Platt College-Tulsa","25600"
"4409","Ponca City Beauty College","PrivacySuppressed"
"4410","Francis Tuttle Technology Center","31200"
"4411","Career Point College","20600"
"4412","Central Technology Center","29200"
"4413","Carrington College-Portland","26100"
"4414","Career Technology Center of Lackawanna County","32800"
"4415","Brightwood College-Nashville","24300"
"4416","Brightwood College-El Paso","24900"
"4417","Houston Graduate School of Theology","NULL"
"4418","Palo Alto College","29200"
"4419","Sebring Career Schools-Huntsville","21300"
"4420","University of Cosmetology Arts & Sciences-San Antonio Perrin","21900"
"4421","Central Texas Beauty College-Round Rock","17800"
"4422","Empire Beauty School-Manitowoc","17800"
"4423","Unification Theological Seminary","NULL"
"4424","Athens Technical College","25700"
"4425","Maricopa Skill Center","33700"
"4426","Carrington College-San Leandro","30000"
"4427","Headmasters School of Hair Design","13900"
"4428","Razzle Dazzle College of Hair Design Inc","15300"
"4429","Beckfield College-Florence","27000"
"4430","Dorsey Business Schools-Wayne","20900"
"4431","Ecumenical Theological Seminary","NULL"
"4432","Ross Medical Education Center-Saginaw","19600"
"4433","Sussex County Community College","33500"
"4434","Landmark College","26300"
"4435","National American University-Independence","35300"
"4436","Yeshiva Gedolah of Greater Detroit","NULL"
"4437","Austin Graduate School of Theology","PrivacySuppressed"
"4438","Collin County Community College District","35900"
"4439","Owensboro Community and Technical College","28200"
"4440","Heads West Kentucky Beauty College","PrivacySuppressed"
"4441","Jenny Lea Academy of Cosmetology","PrivacySuppressed"
"4442","Empire Beauty School-Hurstborne","19200"
"4443","Southeast School of Cosmetology","PrivacySuppressed"
"4444","Cloyd's Beauty School 3 Inc","PrivacySuppressed"
"4445","Moore Norman Technology Center","32000"
"4446","Fayette County Career & Technical Institute Practical Nursing Program","38900"
"4447","Franklin County Career and Technology Center","37000"
"4448","Paul Mitchell the School-Knoxville","PrivacySuppressed"
"4449","Ogle School Hair Skin Nails-Hurst","21400"
"4450","Okefenokee Technical College","25300"
"4451","Fashion Institute of Design & Merchandising-San Diego","36400"
"4452","National American University-Albuquerque","35300"
"4453","Tennessee College of Applied Technology Nashville","27400"
"4454","ECPI University","34600"
"4455","Ms Roberts Academy of Beauty Culture-Villa Park","18400"
"4456","Branford Hall Career Institute-Jersey City","37700"
"4457","Paul Mitchell the School-Houston","18400"
"4458","ATI Career Training Center-Dallas","28200"
"4459","TDDS Technical Institute","31200"
"4460","Fortis Institute-Forty Fort","21500"
"4461","Laurel Business Institute","22100"
"4462","Antonelli Medical and Professional Institute","22800"
"4463","Aviation Institute of Maintenance-Philadelphia","36300"
"4464","Sanford-Brown Institute-Trevose","28700"
"4465","Fortis Institute-Mulberry","20000"
"4466","Carrington College-Westside","24600"
"4467","Dorsey Business Schools-Roseville","20900"
"4468","The Salon Professional Academy-Williston","24900"
"4469","Moler-Pickens Beauty Academy","18800"
"4470","Red River Technology Center","26400"
"4471","Brightwood Career Institute-Harrisburg","22500"
