"","Name","City","State","Zip","URL","Latitude","Longitude","ADMrate","Ownership","Citytype","SAT","AvgCost","Major_agriculture","Major_NatureResource","Major_Architecture","Major_CS","Major_Edu","Major_Engineering","Major_Bio","Major_MathStat","Major_Psychology","Major_SocialScience","Major_Business","Major_History"
"616","Pikes Peak Community College","Colorado Springs","CO","80906-5498","www.ppcc.edu","38.764287","-104.787261","NULL",1,"21","NULL",15247,"0","0","0","0","0","0","0","0","0","0","0","0"
"617","IBMC College","Colorado Springs","CO","80919","www.ibmc.edu","38.931","-104.814211","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"618","Pueblo Community College","Pueblo","CO","81004-1499","www.pueblocc.edu","38.263458","-104.636396","NULL",1,"12","NULL",14933,"0","0","0","0","0","0","0","0","0","0","0","0"
"619","Red Rocks Community College","Lakewood","CO","80228-1255","www.rrcc.edu","39.720277","-105.150094","NULL",1,"12","NULL",13644,"0","0","0","0","0","0","0","0","0","0","0","0"
"620","Regis University","Denver","CO","80221-1099","www.regis.edu/","39.78976","-105.031385","0.9604",2,"11","1108",44191,"0","1","0","2","2","0","1","1","2","2","2","1"
"621","Rocky Mountain College of Art and Design","Lakewood","CO","80214","www.rmcad.edu","39.74332","-105.069911","NULL",3,"12","NULL",33945,"0","0","0","2","1","0","0","0","0","0","0","0"
"622","Montessori Education Center of the Rockies","Boulder","CO","80301","www.mecr.edu","39.96504","-105.25311","1",2,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"623","Colorado State University-Pueblo","Pueblo","CO","81001-4901","www.csupueblo.edu","38.309219","-104.579846","0.9278",1,"12","971",17795,"0","0","0","1","0","1","1","1","1","2","1","1"
"624","Pickens Technical College","Aurora","CO","80011-9307","www.pickenstech.org","39.723527","-104.78998","NULL",1,"11","NULL",11720,"0","0","0","0","0","0","0","0","0","0","0","0"
"625","Intellitec College-Colorado Springs","Colorado Springs","CO","80909-6096","www.IntelliTecCollege.com","38.832183","-104.78721","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"626","Intellitec College-Grand Junction","Grand Junction","CO","81506","www.intellitec.edu","39.116346","-108.53062","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"627","Trinidad State Junior College","Trinidad","CO","81082","www.trinidadstate.edu/","37.172939","-104.512184","NULL",1,"33","NULL",16552,"0","0","0","0","0","0","0","0","0","0","0","0"
"628","Empire Beauty School-Thornton","Thornton","CO","80233","www.empire.edu","39.914863","-104.943533","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"629","Western State Colorado University","Gunnison","CO","81231","www.western.edu","38.547421","-106.91971","0.9741",1,"33","990",19547,"0","1","0","0","0","0","1","1","1","1","1","1"
"630","Albertus Magnus College","New Haven","CT","06511-1189","www.albertus.edu","41.332519","-72.923848","NULL",2,"12","NULL",42641,"0","0","0","0","0","0","1","1","1","1","2","1"
"631","Paul Mitchell the School-Danbury","Danbury","CT","6810","danbury.paulmitchell.edu","41.39648","-73.451841","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"632","Asnuntuck Community College","Enfield","CT","6082","www.Asnuntuck.edu","41.998409","-72.570177","NULL",1,"21","NULL",11800,"0","0","0","0","0","0","0","0","0","0","0","0"
"633","Branford Hall Career Institute-Branford Campus","Branford","CT","6405","NULL","41.278557","-72.848201","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"634","Lincoln College of New England-Southington","Southington","CT","06489-1057","www.lincolncollegene.edu","41.632345","-72.920217","NULL",3,"21","NULL",30122,"0","0","0","0","0","0","0","0","0","0","1","0"
"635","Bridgeport Hospital School of Nursing","Bridgeport","CT","6610","www.bridgeporthospital.org/bhsn/","41.189413","-73.165185","NULL",2,"12","NULL",26514,"0","0","0","0","0","0","0","0","0","0","0","0"
"636","University of Bridgeport","Bridgeport","CT","06604-5620","www.bridgeport.edu","41.165587","-73.189352","0.6072",2,"12","899",46680,"0","0","0","1","0","1","1","1","1","1","1","0"
"637","Central Connecticut State University","New Britain","CT","6050","www.ccsu.edu","41.690258","-72.770094","0.6044",1,"21","1015",20543,"0","0","0","1","1","1","1","1","1","1","1","1"
"638","Charter Oak State College","New Britain","CT","6053","www.charteroak.edu","41.688246","-72.767972","NULL",1,"21","NULL",NA,"0","0","0","2","0","0","0","0","0","0","0","0"
"639","Connecticut Center for Massage Therapy-Newington","Newington","CT","06111-3975","www.ccmt.edu/programs.html","41.685072","-72.710705","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"640","Connecticut College","New London","CT","06320-4196","www.conncoll.edu","41.379833","-72.107321","0.376",2,"13","NULL",60682,"0","0","1","1","1","0","1","1","1","1","0","1"
"641","Marinello Schools of Beauty-East Hartford","East Hartford","CT","6108","www.marinello.com","41.771184","-72.642363","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"642","Porter and Chester Institute of Branford","Branford","CT","6405","www.porterchester.com","41.277311","-72.854898","NULL",3,"21","NULL",28543,"0","0","0","0","0","0","0","0","0","0","0","0"
"643","University of Connecticut","Storrs","CT","6269","uconn.edu/","41.806261","-72.247969","0.4996",1,"21","1246",26966,"1","1","1","1","1","1","1","1","1","1","1","1"
"644","Goodwin College","East Hartford","CT","6118","www.goodwin.edu","41.74405","-72.6403","NULL",2,"13","NULL",32433,"0","2","0","0","0","0","0","0","0","0","2","0"
"645","Lincoln Technical Institute-East Windsor","East Windsor","CT","6088","www.lincolnedu.com/campus/east-windsor-ct","41.924248","-72.596915","NULL",3,"41","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"646","Eastern Connecticut State University","Willimantic","CT","6226","www.easternct.edu/","41.721673","-72.218753","0.631",1,"31","NULL",23717,"0","0","0","1","1","0","1","1","1","1","1","1"
"647","Fairfield University","Fairfield","CT","06824-5195","fairfield.edu/","41.160732","-73.25778","0.7153",2,"21","NULL",57966,"0","0","0","1","1","1","1","1","1","1","1","1"
"648","Paul Mitchell the School-North Haven","North Haven","CT","6473","northhaven.paulmitchell.edu","41.394495","-72.85745","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"649","Capital Community College","Hartford","CT","6103","www.ccc.commnet.edu","41.768397","-72.672734","NULL",1,"12","NULL",14171,"0","0","0","0","0","0","0","0","0","0","0","0"
"650","Rensselaer Hartford Graduate Center Inc","Hartford","CT","6120","ewp.rpi.edu/index.html","41.773462","-72.673916","NULL",2,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"651","American Institute-West Hartford","West Hartford","CT","06110-1922","americaninstitute.edu","41.727016","-72.725762","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"652","Hartford Seminary","Hartford","CT","06105-2260","www.hartsem.edu","41.769861","-72.707766","NULL",2,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"653","University of Hartford","West Hartford","CT","06117-1599","www.hartford.edu","41.796485","-72.714965","0.7213",2,"12","1000",47114,"0","0","0","1","1","1","1","2","2","2","1","1"
"654","Holy Apostles College and Seminary","Cromwell","CT","06416-2005","www.holyapostles.edu","41.60682","-72.647853","NULL",2,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","1","0","0"
"655","Housatonic Community College","Bridgeport","CT","06604-4704","www.hcc.commnet.edu","41.175228","-73.191003","NULL",1,"12","NULL",10347,"0","0","0","0","0","0","0","0","0","0","0","0"
"656","Lyme Academy College of Fine Arts","Old Lyme","CT","6371","www.lymeacademy.edu","41.322826","-72.329397","NULL",2,"22","NULL",39873,"0","0","0","0","0","0","0","0","0","0","0","0"
"657","Manchester Community College","Manchester","CT","6040","www.manchestercc.edu/","41.760484","-72.562577","NULL",1,"21","NULL",9123,"0","0","0","0","0","0","0","0","0","0","0","0"
"658","Naugatuck Valley Community College","Waterbury","CT","06708-3089","www.nv.edu","41.549564","-73.071209","NULL",1,"22","NULL",11411,"0","0","0","0","0","0","0","0","0","0","0","0"
"659","Middlesex Community College","Middletown","CT","06457-4829","www.mxcc.edu","41.539516","-72.611838","NULL",1,"13","NULL",9148,"0","0","0","0","0","0","0","0","0","0","0","0"
"660","Mitchell College","New London","CT","6320","www.mitchell.edu","41.328075","-72.095337","0.7004",2,"13","NULL",44994,"0","2","0","0","1","0","0","0","1","0","1","0"
"661","Three Rivers Community College","Norwich","CT","6360","www.trcc.commnet.edu","41.509945","-72.103039","NULL",1,"13","NULL",8609,"0","0","0","0","0","0","0","0","0","0","0","0"
"662","Lincoln Technical Institute-New Britain","New Britain","CT","6051","www.lincolnedu.com/campus/new-britain-ct","41.659236","-72.754498","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"663","New England Tractor Trailer Training School of Connecticut","Somers","CT","6071","WWW.NETTTS.COM","41.978355","-72.451739","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"664","University of New Haven","West Haven","CT","06516-1916","www.newhaven.edu","41.291314","-72.961472","0.8086",2,"21","1063",49390,"0","1","1","1","0","1","1","1","1","1","1","1"
"665","Ridley-Lowell Business & Technical Institute-New London","New London","CT","6320","www.ridley.edu","41.349947","-72.100514","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"666","Norwalk Community College","Norwalk","CT","6854","www.ncc.commnet.edu","41.102574","-73.450965","NULL",1,"13","NULL",12956,"0","0","0","0","0","0","0","0","0","0","0","0"
"667","Northwestern Connecticut Community College","Winsted","CT","6098","www.nwcc.commnet.edu","41.920982","-73.059291","NULL",1,"31","NULL",10769,"0","0","0","0","0","0","0","0","0","0","0","0"
"668","Paier College of Art Inc","Hamden","CT","06514-3902","www.paiercollegeofart.edu","41.347714","-72.935048","NULL",3,"21","NULL",18510,"0","0","1","0","0","0","0","0","0","0","0","0"
"669","Marinello Schools of Beauty-Meriden","Meriden","CT","6450","www.marinello.com","41.524385","-72.763231","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"670","Porter and Chester Institute of Stratford","Stratford","CT","06615-7158","www.porterchester.com","41.169646","-73.149023","NULL",3,"13","NULL",29057,"0","0","0","0","0","0","0","0","0","0","0","0"
"671","Post University","Waterbury","CT","6723","www.post.edu/","41.535334","-73.080525","0.8707",3,"22","855",34350,"1","1","0","0","2","0","1","0","2","1","2","0"
"672","Quinebaug Valley Community College","Danielson","CT","06239-1436","www.qvcc.edu","41.82623","-71.889673","NULL",1,"21","NULL",11218,"0","0","0","0","0","0","0","0","0","0","0","0"
"673","Quinnipiac University","Hamden","CT","6518","www.quinnipiac.edu","41.419527","-72.895542","0.6591",2,"21","1104",55265,"0","0","0","1","0","1","1","1","1","1","1","1"
"674","Sacred Heart University","Fairfield","CT","06825-1000","www.sacredheart.edu","41.221548","-73.24461","0.5715",2,"21","NULL",52550,"0","0","0","1","0","0","1","1","1","1","1","1"
"675","University of Saint Joseph","West Hartford","CT","6117","www.usj.edu","41.783028","-72.730489","0.7997",2,"13","969",46088,"0","0","0","0","1","0","1","1","1","0","1","1"
"676","Gateway Community College","New Haven","CT","6510","www.gatewayct.edu/","41.30432","-72.927191","NULL",1,"12","NULL",11373,"0","0","0","0","0","0","0","0","0","0","0","0"
"677","St Vincent's College","Bridgeport","CT","06606-4201","www.stvincentscollege.edu","41.201198","-73.201106","0.3846",2,"12","NULL",24750,"0","0","0","0","0","0","0","0","0","0","0","0"
"678","Southern Connecticut State University","New Haven","CT","06515-1355","www.southernct.edu","41.331852","-72.948806","0.7154",1,"12","932",19704,"0","0","0","1","1","0","1","1","1","1","1","1"
"679","Stone Academy-Hamden","West Haven","CT","6516","www.stoneacademy.com","41.2678","-72.977191","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"680","Tri-State College of Acupuncture","New York","NY","10011","www.TSCA.edu","40.739862","-74.002085","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"681","Trinity College","Hartford","CT","06106-3100","www.Trincoll.edu","41.746746","-72.688684","0.3304",2,"12","NULL",62310,"0","1","0","1","1","1","1","1","1","1","0","1"
"682","Tunxis Community College","Farmington","CT","06032-3187","www.tunxis.edu","41.705498","-72.87754","NULL",1,"21","NULL",11853,"0","0","0","0","0","0","0","0","0","0","0","0"
"683","Wesleyan University","Middletown","CT","6459","www.wesleyan.edu","41.55678","-72.656755","0.2391",2,"13","NULL",62849,"0","1","0","1","0","0","1","1","1","1","0","1"
"684","Western Connecticut State University","Danbury","CT","06810-6826","www.wcsu.edu","41.400365","-73.444264","0.4003",1,"13","981",22558,"0","0","0","1","1","0","1","1","1","1","1","1"
"685","Yale-New Haven Hospital Dietetic Internship","New Haven","CT","6510","www.ynhh.org","41.304214","-72.935579","NULL",2,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"686","Yale University","New Haven","CT","6520","www.yale.edu","41.311158","-72.926688","0.063",2,"12","1493",61620,"0","1","1","1","0","1","1","1","1","1","0","1"
"687","Margaret H Rollins School of Nursing at Beebe Medical Center","Lewes","DE","19958","www.beebehealthcare.org/school-nursing","38.771265","-75.142425","NULL",2,"32","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"688","Dawn Career Institute Inc","Wilmington","DE","19805-1511","www.dawncareerinstitute.edu","39.754694","-75.594268","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"689","Delaware Technical Community College-Owens","Georgetown","DE","19947","https://www.dtcc.edu/our-campuses/georgetown","38.697344","-75.40752","NULL",1,"31","NULL",10950,"0","0","0","0","0","0","0","0","0","0","0","0"
"690","Delaware Technical Community College-Terry","Dover","DE","19901","https://www.dtcc.edu/our-campuses/dover","39.198371","-75.56012","NULL",1,"13","NULL",10855,"0","0","0","0","0","0","0","0","0","0","0","0"
"691","Delaware Technical Community College-Stanton/Wilmington","Wilmington","DE","19801","https://www.dtcc.edu/our-campuses/wilmington","39.740346","-75.552084","NULL",1,"13","NULL",10881,"0","0","0","0","0","0","0","0","0","0","0","0"
"692","Delaware State University","Dover","DE","19901","www.desu.edu","39.187173","-75.54053","0.4374",1,"13","894",20587,"1","1","0","1","1","1","1","1","1","1","1","1"
"693","University of Delaware","Newark","DE","19716","www.udel.edu/","39.6795744","-75.7529169","0.6783",1,"21","1194",23357,"1","1","1","1","2","2","1","1","1","2","2","2"
"694","Goldey-Beacom College","Wilmington","DE","19808","www.gbc.edu","39.742464","-75.694018","0.5095",2,"21","NULL",33225,"0","0","0","1","0","0","0","0","1","1","1","0"
"695","Schilling-Douglas School of Hair Design LLC","Newark","DE","19711","schillingdouglas.edu/","39.710939","-75.742386","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"696","Wesley College","Dover","DE","19901-3875","www.wesley.edu","39.16325","-75.527377","0.567",2,"13","853",37617,"0","1","0","0","1","0","1","1","1","1","1","1"
"697","Wilmington University","New Castle","DE","19720","www.wilmu.edu","39.682299","-75.586998","NULL",2,"21","NULL",17043,"0","0","0","2","2","0","0","0","2","0","2","0"
"698","American University","Washington","DC","20016-8001","WWW.AMERICAN.EDU","38.937802","-77.090106","0.4584",2,"11","1252",56620,"0","1","0","1","1","0","1","1","1","1","1","1"
"699","Catholic University of America","Washington","DC","20064","www.cua.edu","38.935796","-76.998961","0.7391",2,"11","1130",55995,"0","0","1","1","1","1","1","1","1","1","1","1"
"700","University of the District of Columbia","Washington","DC","20008","www.udc.edu","38.943819","-77.066247","NULL",1,"11","NULL",21149,"0","1","1","1","1","1","1","1","1","1","1","1"
"701","Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies","Washington","DC","20017-1585","www.dhs.edu/","38.931427","-76.998806","NULL",2,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"702","Gallaudet University","Washington","DC","20002-3695","www.gallaudet.edu","38.907371","-76.993675","0.6532",2,"11","849",31988,"0","0","0","1","1","0","1","1","1","1","1","1"
"703","George Washington University","Washington","DC","20052","www.gwu.edu","38.89865","-77.047871","0.4379",2,"11","1297",61394,"0","1","0","1","0","1","1","1","1","1","1","1"
"704","Georgetown University","Washington","DC","20057-0001","www.georgetown.edu","38.908809","-77.073463","0.1735",2,"11","1414",62179,"0","0","0","1","0","0","1","1","1","1","1","1"
"705","Howard University","Washington","DC","20059-0001","www.howard.edu","38.920739","-77.019478","0.4841",2,"11","1105",41643,"0","0","2","1","1","1","1","1","1","1","1","1"
"706","Medtech Institute","Falls Church","VA","22042","www.medtech.edu/schools/falls-church-virginia","38.86969","-77.170381","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
